x	insertSortbest*1000	insertSortaverage	insertSortworst	selectionSortbest	selectionSortaverage	selectionSortworst	mergebest	mergeaverage	mergeworst
1258 4000 16457.5 10100.5 20951 15739.5 17687 888.5 868.5 740
1259 4000 18952.5 10684 19307.5 20575 16129.5 802.5 1189 904.5
1260 6000 19226.5 12826 16847 18630.5 19638 679.5 677.5 655
1261 4000 19820.5 11809.5 22207.5 23721.5 20030 677.5 743 736.5
1262 4000 19802.5 9927.5 19051.5 19416 19349 869.5 800.5 830
1263 4500 16403.5 13871.5 17957 19550.5 17277 664.5 647 648
1264 4000 18225.5 11795.5 18516.5 16797.5 17612 882.5 862 848
1265 6000 18272 11152.5 19943 15879.5 17248 977 732.5 765
1266 4000 18601.5 10250.5 18302 20886.5 16912.5 670 650 649
1267 4000 23466 10184 16961.5 18531 17552.5 667 649.5 652
1268 4000 17035.5 14563 18236 17141.5 18792.5 756 890.5 845.5
1269 4000 16420.5 9688.5 20452.5 17158.5 18687.5 914.5 747 648
1270 4000 18453 9506.5 18205.5 18144 16650 684.5 661.5 659.5
1271 4000 19716.5 10412.5 17103.5 18566.5 17806 1004 776 668
1272 4000 17106.5 12376.5 18624 16086.5 18752 705.5 666 654
1273 4000 18084 9731 18675 18257 16513 678.5 656 747
1274 5000 19345.5 11755 16357 19625.5 18790 669 652.5 654
1275 4000 19949.5 11412 19845 19527.5 17417 1262.5 896.5 875
1276 4000 18589.5 12460.5 17668.5 20015.5 17119 687.5 703.5 675.5
1277 4000 18715 12939.5 17344 18095 20395.5 878.5 794.5 657
1278 4000 17255.5 12485 20915 16591 21016 1071.5 1229.5 960.5
1279 4000 19626.5 10077 21621 22172 18169.5 685 687.5 974.5
1280 6000 20008.5 9911.5 18778.5 23964.5 16710 823 997.5 1209.5
1281 8500 23144.5 10198.5 20300 22822.5 21159 978.5 923.5 895
1282 5000 21514 10532 19846 19884 17829.5 1030.5 1019.5 878
1283 5500 20477.5 11525 17994 22155 18322 727 694 692
1284 4000 21597.5 13042 18452.5 20168 20930.5 784.5 753 691
1285 4000 19867 11521.5 17560 19475.5 19117 868.5 847.5 754.5
1286 4000 17572.5 12472 20620.5 21276 18727.5 731 709 722
1287 5500 22354 11492 16635 22632 18955 729 670.5 674.5
1288 4000 18882.5 12416 19306 19748.5 20743 839 771.5 660
1289 4000 18999 11281 20705.5 21241.5 19444 826 863.5 1247.5
1290 6000 18965.5 12727.5 18523 18712.5 17747 664 660 650.5
1291 4000 19671 13083.5 17598 21037 20582 703.5 681 685
1292 4000 20371 9840.5 19706 18900 16501 687 671 794
1293 6000 19224 12697 18468 19628 16876.5 679.5 662 662
1294 4000 19385 10912.5 21205.5 19596 19092.5 779 897 844
1295 6000 17823 12723 19243 16901 21143 935.5 1092 876
1296 6500 17951 10155.5 21655.5 17094.5 18664.5 929 1179.5 963
1297 4000 25909 10967.5 21004.5 19852.5 19923.5 766 685.5 683
1298 4000 19895 10064.5 19008.5 19358.5 16997 685 670 924.5
1299 6000 20491 11179 17194.5 21390 19013.5 710.5 689.5 690
1300 4000 20554.5 12686.5 17938.5 19626.5 19534 691.5 655 666.5
1301 4000 17195.5 13171.5 22420.5 17018 26281 756.5 667.5 669.5
1302 4000 17791 12622 21324.5 17067 21640.5 687.5 670 669
1303 4000 17222.5 10212 21771 16809 17248.5 1034 1041 913
1304 6500 21439.5 10065.5 20018 20083.5 17332 712 687 685.5
1305 4000 24283 9983.5 16785 27731 17310.5 1030 1052 1052.5
1306 6500 20223.5 12549.5 19196.5 19798 17845.5 672 710 656
1307 4000 20820 12619.5 20284 19669.5 20524 684.5 665 682.5
1308 4000 21630 12022.5 19282.5 20351.5 20213 730.5 701.5 701
1309 4000 21340 10264 21230.5 20890 21406 711.5 696.5 728.5
1310 4000 18034 12502 19698 19814 20691 677 663.5 675
1311 6000 17661 12335.5 20185 19595 20800.5 702 685.5 685
1312 4000 20011 10954.5 20328 20182 20080.5 691.5 678 679.5
1313 4000 20397.5 10607 21106.5 20999.5 21109.5 678 661.5 663.5
1314 4000 19347.5 12052.5 21039 18881.5 19211.5 872.5 915 1227
1315 6000 20678.5 13328 23658 17643 24263 978.5 914.5 905
1316 6000 20946.5 13711 25286.5 20710 20907.5 736.5 728 742.5
1317 4000 18622 12644.5 19382 18604.5 24003 858.5 817 711
1318 4000 18308 12938.5 24001 17616.5 23021 708.5 698.5 683
1319 4000 18522 13609 26297 18116 21759.5 1222.5 1813.5 914.5
1320 6500 18331 13146.5 22588 17506.5 30415 918 924 917
1321 5000 18077 14724.5 20496 17346 22975.5 734.5 748.5 721.5
1322 4000 17855.5 11570.5 22596.5 18161 25300 715.5 701.5 988.5
1323 5500 18290.5 11131 22179.5 18298 22601 924 985 1035.5
1324 6000 18069 10434 23906.5 17882.5 23730 711.5 691 843.5
1325 6500 20619.5 11806 19824 19785 22880.5 729 715.5 706
1326 4000 21605.5 11671 20021.5 19535.5 23555.5 911.5 848.5 680.5
1327 4000 19190 11843.5 19822 20725 19489.5 714 695 700
1328 4000 19825.5 11308.5 22620.5 19148.5 21699 768 680.5 682
1329 4000 18049.5 13200.5 20582.5 18803 26961 698.5 725.5 686
1330 4000 17984 10968.5 22088.5 17609.5 23696.5 685.5 667 665
1331 4000 18412.5 10964.5 25520.5 17695 24518 1009.5 868 701.5
1332 4000 18091.5 10491 23876.5 18275 22507.5 1030.5 971 934
1333 4000 19110.5 10652.5 23832.5 17953.5 21203.5 857 1000 902.5
1334 6500 20272 10779 21790.5 19669.5 20399.5 1923.5 894 863
1335 4000 21550.5 10574.5 22479 20222.5 21968 854 683 682.5
1336 4000 21471 10657.5 20165.5 21362 22009 905 785.5 670.5
1337 4000 19366 14009 21039 20966.5 19927.5 974.5 932 920
1338 6000 22131 12946 20670.5 20903.5 20013.5 1292 758 881
1339 6000 19783 13159 22463.5 22323 21267.5 758 713 712
1340 4000 20413 12509.5 21869 20547 22525.5 701 679.5 694
1341 4000 18576.5 13662 19106 20412 22154 739.5 732 713.5
1342 4000 18612.5 14611.5 22821 20205.5 24120 749 734 912
1343 4000 18895.5 14586 20744.5 18108 24829.5 699 678 678.5
1344 4000 18317 14732.5 20924.5 18047.5 26945.5 721.5 702 702
1345 4000 18568 16802.5 18209.5 18099.5 26878.5 711.5 692.5 691.5
1346 4000 21912.5 12731.5 20398.5 21274.5 21428.5 716 707 697.5
1347 4000 20682.5 12037.5 20653.5 22176 20932 970 915.5 904
1348 6000 22764 13322.5 22496.5 20693 20908 719.5 693 692
1349 4000 22134.5 10738.5 21532 21799 24995 711 683.5 685.5
1350 4000 21498.5 14974 18453 22319.5 22116 701.5 676 681
1351 4000 21077.5 12298 22213.5 21784.5 23051.5 714.5 696.5 739.5
1352 4000 21647 14682.5 18504.5 22600 21318.5 757.5 727 727.5
1353 4000 22668.5 14607.5 18457.5 23289.5 20214 779 720.5 718
1354 4000 20889.5 13124.5 20525.5 23123.5 22246.5 1107 1116 1117.5
1355 6500 22515 20491 23690 22560.5 23877 781.5 722.5 725
1356 4000 21157.5 12607 22436 23776.5 21905 756 911.5 969.5
1357 6500 25736 14144.5 20151.5 25775 18473.5 745 723 723
1358 4000 26218.5 11531.5 19028 23214 18191 744.5 726.5 724.5
1359 4000 24857 11263 18578 26360 18279 715 699.5 698.5
1360 4000 25456 13191.5 23448 21847 20412 1061 973 944
1361 6500 27236 11189.5 24456 20218 23434 1186.5 1157.5 1190.5
1362 6000 22242 12379 23956.5 18517.5 24080 947.5 922.5 920.5
1363 6000 19483 13722 25684 19667.5 24948.5 791 701 698
1364 4000 19751 14501.5 22127 21457 21952.5 1024 955.5 880.5
1365 6000 22309 12878 23270.5 24604.5 21778.5 764 716 718.5
1366 4000 23276 11055 23736.5 20661 21876 952.5 709.5 708
1367 4000 21382 12514 20753 20754.5 21631.5 729 725.5 714.5
1368 4000 23146.5 13448.5 22015 21329.5 23319.5 1299 937 909.5
1369 7000 21485 13086 25390 19430.5 36516 738.5 715.5 715.5
1370 4000 23775.5 15819.5 19221.5 26035.5 19631 780.5 754.5 752.5
1371 4500 25622 15802 24277 22330.5 22765.5 756 731 730.5
1372 4000 22321.5 12004 23526 23814.5 21772 726 708.5 701
1373 4000 23139.5 16055.5 20060.5 24634.5 18921 868 777.5 770.5
1374 4000 26391.5 12329.5 19204.5 26926 20776.5 839 823 914.5
1375 7000 26203.5 11365.5 22777 23932 20684 1551.5 1286 1074
1376 6500 21551.5 11723.5 25440.5 20376 24336.5 1114 991.5 955
1377 7000 20949 11923 24080 19790.5 23940 934 1053 886
1378 5500 20662.5 15319.5 21345.5 29024 22600 885.5 882 980.5
1379 8500 23814 11944 24657 19073.5 21125 1140 1101.5 1117
1380 12000 21288.5 11424 23715.5 19055 22408 909.5 830 825.5
1381 4500 21225.5 12209.5 28544 25048 24299 778 1003.5 1173.5
1382 6000 24427 11693.5 21814.5 21051 19262 754.5 945.5 883
1383 5000 23466 11772.5 22431 20309 19275.5 942 936 898
1384 6000 22748 11862 24152 21289.5 21011 963 934 932.5
1385 6500 21575.5 11759 21322 23367.5 20863.5 730 709 716
1386 4000 22567.5 11408 21836.5 22249 23533 744.5 721.5 724
1387 4500 22023.5 14341.5 22253.5 21621.5 20204.5 745.5 726 725.5
1388 4000 21723 15910 20360 23598 19642.5 768 745 744.5
1389 4500 23690 12295 20421.5 23715 19124.5 739 713 713
1390 4000 23624.5 11529.5 19805.5 22241 19868 770.5 752 758
1391 4500 21847 11551 19281 23519 20243 767.5 748.5 748
1392 4500 25386.5 12071.5 19678 23604 19553.5 763.5 743.5 743
1393 4500 24259 11908.5 21958 21252 19769 1021.5 973.5 961.5
1394 6500 22696.5 12766 23114 22512.5 21540 991 947.5 1154.5
1395 4000 22191.5 13085.5 21897.5 23523.5 21626 1521 778.5 1068.5
1396 7000 22844 11740.5 24257.5 23305.5 21969 1179.5 711 709.5
1397 4000 20410.5 11762.5 23974.5 19782.5 23379 1031.5 1028 734.5
1398 4500 20045 12285.5 23998.5 19577 21991.5 1011 1027.5 713
1399 4000 20112 12978.5 22892.5 19432.5 23986 896 742 742
1400 4000 20049.5 12773.5 25466.5 20445.5 23836 852 749.5 747
1401 4000 20735 16354.5 21904.5 24049 22663 748 722 721
1402 4000 22711 12426.5 21677.5 22404.5 22336 780 754.5 750
1403 4500 22953.5 13025 21200 21132 23060 949.5 1365.5 1041
1404 6500 21269.5 13946.5 23515.5 20276.5 23806.5 909 742.5 742
1405 4000 20367 15531 23389 22074.5 22165.5 745 734 729
1406 4000 21083 15280 20867.5 22440 22639.5 754.5 734 732
1407 4500 21967.5 13506.5 20247 22491 22566 775 755 756
1408 4500 24522.5 15317 22129.5 28242.5 19583.5 749.5 730 964
1409 7000 27910.5 12354 23201.5 22360.5 23609.5 820 797 796.5
1410 4500 22149 13005.5 22661 22879 22534 831 830.5 792
1411 5000 22544.5 14289.5 22297 24403.5 21015 971.5 981.5 971.5
1412 5500 21717.5 12483 22748 21747 21543 977 995 827
1413 4000 21598 12762.5 23269.5 21781.5 22117.5 763 742 767.5
1414 4000 21677.5 13722.5 21666 20628.5 22068.5 762.5 745.5 745.5
1415 4000 21849.5 15069.5 19830.5 21985 21901.5 781 763 762.5
1416 4500 23172 14924.5 22006 24320.5 23564.5 800.5 812.5 750
1417 4500 25082.5 12309 22361 23255 19874.5 722.5 833 868.5
1418 6500 24262 12351.5 24521.5 21439 22759 1141.5 1140 1286
1419 6500 21762 11825 23881 20068.5 23702 972.5 906 804
1420 4000 20326.5 11943.5 24580 20183.5 26613.5 926 735.5 732.5
1421 4500 21622.5 13268.5 24319.5 20079.5 25252.5 760 737 750.5
1422 4000 21527.5 16946 21839 24098.5 21592 765 748 743.5
1423 4000 22700 14418 20889.5 25104 20439.5 746 731.5 731.5
1424 4000 25252.5 12047.5 20038 23585.5 20127 730.5 716.5 728
1425 4500 24461.5 12680.5 21333 24407.5 20685.5 1038 957.5 878
1426 6000 23683 11973.5 23155.5 21676 22343 1016.5 974.5 956
1427 6000 24713 13122.5 26192.5 20375.5 23325.5 805 764.5 753
1428 5000 21152.5 12513 23674 20457.5 24964 761.5 758.5 741.5
1429 4500 20727 14991 27696.5 24456 23083 732.5 712 728
1430 4000 36223 16175.5 24083.5 25087 22409 796.5 776 778.5
1431 4500 24865 13438 20739 25954.5 20855 776.5 749.5 771.5
1432 4500 27516 12198 23753.5 22527 21793 740 725.5 724
1433 4000 23320.5 12696 23684.5 23617.5 23290.5 1098 1033.5 1000
1434 6500 23466.5 14358.5 24943.5 21964.5 23933 792.5 772 772
1435 4500 22420.5 15713.5 25185 26906 21528 749.5 733.5 740
1436 4000 26048 12284.5 20419 25128.5 20491 761.5 744 736
1437 4000 26661 12299.5 23644 22596.5 21523.5 1227.5 1261 1206.5
1438 6000 23645 12792.5 25205.5 20858 27131.5 924 782.5 941.5
1439 4000 22555.5 14541.5 23930 23195 26019 858 756.5 752
1440 4000 23989 16129.5 21203.5 26340.5 21279 815.5 786.5 785.5
1441 4000 25566.5 13168 21113 23986 20643 767.5 745.5 839
1442 7000 24943.5 12984 25564.5 20805.5 22396 1247 1014 1114
1443 6500 22131 12755 24477 21019 26061 851 874.5 774.5
1444 8000 21847.5 14245.5 23780 22992 24871.5 764.5 743 761.5
1445 4500 23240.5 15239.5 21617 23137.5 22049.5 735 721 773
1446 4000 23835 13996 22629.5 23042 22632.5 1062 1057.5 1028.5
1447 7000 23409 13433 23148 22241.5 23062 741.5 726.5 723
1448 4000 22757 14765.5 23286 23390.5 22707 773.5 786.5 734.5
1449 4000 23194.5 14156.5 21208.5 24364.5 21203 779 832 976.5
1450 6000 24954 12459 22169 23132.5 21335 926.5 952 1057.5
1451 7500 25172 13619 27153.5 21898 24324.5 915 854 887.5
1452 4500 21913.5 13537 23759.5 21296.5 25187.5 820 774.5 744.5
1453 4000 21815.5 16471.5 22049.5 23867.5 23771.5 762.5 746.5 759
1454 4000 25208 15119.5 21712.5 25203 20980.5 783 758.5 771
1455 4500 29584 12980.5 25704.5 22276 24878.5 1076 1071 1165
1456 8500 24306 15076.5 23711.5 22848 24205.5 756.5 739 737.5
1457 4500 23562 15365.5 22789.5 23520 23261 797 773 806.5
1458 4500 23850 15066 24395.5 23762.5 25257.5 842 791.5 800.5
1459 4500 25317.5 13520 23048.5 23588.5 23992.5 808 805 813
1460 4500 26276 16773.5 25912 24224.5 22935 1128 1108.5 1206
1461 8000 24504.5 12522.5 26413 21431.5 27348 788 773 770
1462 4000 21768 16302 23004.5 24749 23347 778 749.5 733
1463 4000 24697.5 15159 22297 27586 21832.5 1258 1097.5 963.5
1464 7000 26935.5 13576 27285 21809 25185.5 768.5 754.5 751
1465 4500 21755.5 14016.5 24677 21458 26296.5 765.5 755 752
1466 4000 21941 18431 22496 24628.5 21894.5 804.5 786 838
1467 4500 27044.5 13145.5 23097.5 26604 23345.5 1235 1236 1316.5
1468 5500 24417 13407 26208.5 21955.5 26691 832.5 765 764.5
1469 4500 22037.5 17964.5 21921.5 24950 23474.5 805 781 780.5
1470 5000 25700.5 13285.5 22273.5 25527 21844 776.5 754.5 755.5
1471 4500 25679 13215.5 26888.5 23881 23842 841 985.5 965
1472 4500 23942 15379 25276 24757 25124.5 807.5 812.5 790
1473 4000 24547.5 14712.5 24388 27195 29011.5 859.5 841 838.5
1474 4500 26397.5 20203 23061.5 26406.5 21612 759.5 925 946
1475 5500 27073 13134 24951 24568 24622 942.5 1296 1026.5
1476 6000 23911 16497 24703 25439 25638.5 833.5 809 810
1477 4500 25925 16532 26635.5 24653.5 27399.5 896.5 809 787
1478 4500 23588 17169 22085 26427.5 22553 821.5 808 809
1479 5000 27977.5 13011 26442 23175 26819 873 999 1019.5
1480 6000 23053.5 16650.5 22837.5 24924.5 25031.5 821 803 797
1481 4500 25968.5 15196 23612 24058.5 23404 999 996 1015.5
1482 11000 25483.5 14092.5 24849 25909.5 24797 806 788 789.5
1483 4500 28186 14161 24266.5 25075.5 24317 1337.5 1189 1086.5
1484 6500 25543.5 13166.5 29111.5 21959.5 27436 791.5 761 770
1485 5000 24036.5 18016.5 22323 28849.5 22799 788.5 807 1119.5
1486 7000 29757.5 13882.5 29983 22368 27321.5 761 830 744
1487 4000 22996.5 20197 24198.5 29413 22647 1227.5 1103 1063
1488 7500 28830.5 15125.5 24582 25083.5 25087 805.5 790.5 785.5
1489 4500 27424.5 14293.5 26599.5 26514.5 28144.5 1031 940.5 954
1490 6000 23462.5 15615 26652 26519.5 24474.5 802 786 785
1491 4500 28702 13790 25711.5 26534 26814 1201.5 1026 1060
1492 7000 27671 17202.5 26228 26314.5 25432.5 808 788 783.5
1493 4500 28695.5 13454 25017.5 24511 25005 980.5 786 786.5
1494 5000 26595 14959.5 26948.5 23153.5 26568.5 835 809.5 797
1495 4500 24915.5 17135.5 23866 28741.5 23644.5 1158.5 1049 1065.5
1496 7500 26972.5 13357 28888.5 23588.5 27769.5 800 781 828.5
1497 4500 23191.5 17129.5 23478.5 26473 22909 785.5 768.5 772
1498 5000 27069.5 14218 25876.5 24307 24487.5 840 799.5 798
1499 5000 26042.5 14757 26931 23211 27259.5 819.5 819 840.5
1500 5000 24033.5 16712.5 23632.5 27173.5 22289 765.5 748.5 752
1501 4000 27758.5 14207.5 26837 23966.5 27180.5 1148.5 1005 1063.5
1502 6500 23973.5 17238.5 24731.5 27134.5 25638.5 837 799.5 799.5
1503 5000 29375 16894 26702 26913 29246 1040.5 983 1066
1504 7000 23790.5 19071 25059.5 25858 26223 1084.5 1188 1071.5
1505 6500 26052 13630 24591 26678.5 27470 1064.5 1079.5 1079.5
1506 5000 26951 19034.5 26615 28679 22668.5 825 808 805
1507 5000 29265.5 14479.5 36001.5 22740 28160 781 761 758.5
1508 5000 24433.5 17847 23842 28802 23450 836 826.5 839
1509 5000 28268.5 13425.5 28971 23866 26949 787 817 860
1510 5000 24663.5 17637 24074 27109 24524.5 911 888 893
1511 5000 28493 14220 27722 25470 25626.5 1097 1106.5 1134.5
1512 18500 24889 16379 25623 25867 25059 836.5 850.5 820.5
1513 5000 26695.5 15476 25995 24097.5 25432 810 795.5 794.5
1514 5000 26968 16629 25741.5 26055.5 25818.5 835 814 795
1515 5000 26159.5 15169 24781 27187 25054 1031 893.5 776.5
1516 5000 25453.5 14790 26224.5 26054.5 23313 1139 1024 933.5
1517 7500 28535.5 14779 29458 25527.5 27980.5 816 803 795
1518 5000 23683 19492 23328.5 28246 23874 792 793.5 784
1519 6500 30828 14265 35026 24768.5 45895.5 1358 997.5 997.5
1520 7000 26009.5 17791.5 26719 38034.5 26763 976 975.5 945.5
1521 7500 25438 14302 29478.5 28459 27954 857 837 1010
1522 6000 30401 14489 28380.5 27835 24109 1390.5 1151 1198.5
1523 8000 30364.5 14549 28356 26807 30711 803.5 782 780
1524 5000 26736.5 17747.5 27159.5 27049 25631.5 1110 940 798
1525 5000 29443 15832 27428 24408 28629 1020 933 841.5
1526 8000 27346 15321 23904.5 28974 24999.5 1429 3328 1256.5
1527 8000 33134.5 15628 26228 27477.5 25882 816 795.5 954.5
1528 5500 28594 16270.5 29235 26867 27682.5 1077.5 1064.5 932
1529 5000 28849 16287.5 30064 27196 26603 824 791.5 803
1530 5000 29342 17752.5 25940.5 28473 28217 803 782 821
1531 5000 26725.5 16829 26653 27914.5 27826.5 941 815.5 992.5
1532 7500 29376.5 14937.5 28782.5 26749 29733 1017.5 1006.5 949.5
1533 5000 26218 20133 24370.5 31308.5 23639.5 1172.5 1247.5 1891.5
1534 9500 31622.5 15010 32993 29448 26446 811.5 789 794.5
1535 5000 31060 15166 26564 25753 29999 793.5 765 764.5
1536 6500 25761.5 16852 25205 27849.5 27515 1063.5 1006.5 1001
1537 6000 27266 15165.5 30865.5 28513.5 25526.5 790.5 776 785
1538 5000 27591 15330 29011 24876.5 29288 823.5 802 802.5
1539 5000 27959 16681.5 25703 27466.5 27529 996 1067.5 1008.5
1540 7000 26120 15365 27585.5 25087.5 28056 882 928 1099.5
1541 6000 31582.5 14365.5 26304.5 25941.5 27614.5 955 1058.5 1370.5
1542 7500 26176.5 16702.5 28379 28041 25910.5 871.5 1202 1172.5
1543 6000 29141 14078.5 26527 25500 26827 1189 966 1018
1544 7500 24946.5 16011.5 27142 26785 26216 866.5 824.5 823.5
1545 5000 27917.5 14400 26233 25411 28387 1105.5 1039.5 1203
1546 8000 25574 16392 25719.5 26899 25758.5 853.5 833.5 832
1547 5000 29018 14563 27625 25528 28617 1153.5 1091.5 827.5
1548 5000 27069.5 18745.5 28486 27454.5 27802.5 843 797.5 797
1549 5000 27032.5 17045 25425 28217 25854.5 1127.5 994.5 821
1550 5000 28342.5 15398 28795 26331 28111.5 799 780.5 802
1551 5000 27523.5 15641.5 25772.5 30339.5 28719.5 1455.5 1101.5 1410
1552 5000 25368 18738.5 27408 31773 29080 1147.5 936 983.5
1553 5000 30231.5 17768 26602 30157.5 27308 862.5 960.5 1532.5
1554 6500 26998.5 16968.5 27184 26855 26275.5 819 800 812.5
1555 5000 39321.5 14256 29439 24703 28444 796.5 779.5 784.5
1556 5000 25926.5 17117 24028.5 29959.5 25413.5 1112.5 974 944.5
1557 5500 29339 14965.5 29134.5 24866.5 25946 860.5 830.5 834.5
1558 5000 27255.5 16982 24263.5 27587.5 25868 960.5 980 965.5
1559 5000 27727 14363.5 28087 25023.5 27570 852 820.5 823.5
1560 5000 26480 16612 24735 28017.5 25366.5 1433.5 1337 1250.5
1561 7500 28586 14584 29222.5 25098 26543.5 851 866 820
1562 5000 28099.5 16263.5 29376.5 27600.5 27365 1200 1146 1042.5
1563 5500 24914 15974.5 27235.5 25819 26166.5 804 785.5 782.5
1564 5000 29378.5 14569 27205.5 25972.5 26093 1166.5 975 1100
1565 8000 26563.5 17806.5 28833.5 27712.5 24877 854.5 839 830
1566 5000 28901 15051.5 27938.5 26129.5 27721.5 820.5 900.5 806
1567 5000 25503.5 19280 25464 27594.5 25003.5 855.5 836 832
1568 5000 30354 15749.5 29687 25380 29713 815 801 900
1569 5000 27339.5 16996.5 25730.5 29227.5 27185 1243.5 1263.5 1396.5
1570 7500 27192.5 17016 31752 30622 24347.5 812.5 786 787
1571 5000 29457.5 15327 28463.5 24456 28772.5 855.5 858 820.5
1572 5000 26477.5 19829.5 24871.5 29314 26407.5 1065.5 1294 1032.5
1573 7500 28278 16399.5 26936 28234.5 28557 885.5 864.5 864
1574 5000 28392.5 16911.5 26867.5 26151.5 27235 840.5 840 841.5
1575 5000 30401 15422 27709.5 28261.5 30105 888.5 829 828.5
1576 5000 27752 20825.5 28824.5 31868 27555.5 1019.5 986.5 1012.5
1577 7500 26739 18049.5 26379 28023 25798 844 814.5 831.5
1578 5000 30394 15770 30368 26778 30035 927.5 888 885
1579 5000 28315 16627.5 26383.5 28317 27903.5 803.5 789 786.5
1580 5000 26546.5 18056 30176 29581.5 29312.5 1081.5 1071.5 1089
1581 8000 26128 16485 27656 28032.5 26002.5 836 826.5 1045
1582 7000 28376.5 14992 27564 25539.5 26546 839 868.5 837.5
1583 5000 25770 19243.5 26308 30511 26492.5 1026 983.5 925
1584 6500 29471.5 15361.5 29457.5 25573.5 31217.5 858 867 859
1585 5000 32599 16108 32574.5 27397 31855 927.5 978.5 903.5
1586 5000 30033.5 16643 27027 28127 27891.5 1104 1171 1006
1587 5000 26534 17772 28417 44726.5 28976.5 899 876 890.5
1588 5000 29142.5 18621.5 31269.5 33498 30587.5 897.5 886.5 877.5
1589 5000 30281 18775 30703.5 28657.5 30995 1276.5 1109 1053.5
1590 7500 30538.5 17238.5 29646 43238 32727 851 828.5 827.5
1591 5000 28911 17401 28171.5 29900 31790 919.5 815 817.5
1592 5000 25634.5 22002.5 26372 33331.5 27711 1098.5 1307 1491
1593 11000 30213 17537.5 28490.5 31151 26632.5 891.5 844.5 844
1594 5000 36133.5 16969 32757 30629 28194 844 811.5 861.5
1595 5500 30717 16452.5 33285.5 31815 27711 893.5 1066.5 1119.5
1596 8000 29063 18357.5 29799.5 30453 26054 988 1158.5 1085.5
1597 5500 29387 15453.5 33085 26970.5 28365.5 872 853.5 853
1598 5000 31135 18250.5 31912 26425 33736 860 823 819.5
1599 5000 28506.5 19932 27113 46096 27890 833 821 820.5
1600 5000 28555 18305.5 29091 28333.5 28317 879.5 814.5 813.5
1601 5000 31407 15792 29510 27867 32198 846.5 871.5 869.5
1602 5000 29407 18589.5 30492.5 29114.5 28665 1197.5 1069.5 1117.5
1603 7500 26234 17018 27766.5 30409 26010.5 942.5 956 876
1604 6000 30520.5 15403.5 30778 27818 27638 838 824.5 825.5
1605 5000 30097.5 16148 28163 27116 29798 1148.5 1098 864.5
1606 5000 26344 21209.5 29246.5 30492.5 26425.5 1349.5 1113 1030.5
1607 6000 29148 17502.5 28554.5 30089 28422 864 839 854
1608 5000 31251 15760 35179 26795 31735 909.5 879 878
1609 5000 30878 15586 30711.5 26223 31249 1170.5 1063.5 975
1610 8500 30079.5 19346.5 25849 32900 28585.5 1219.5 944 990.5
1611 5000 27945 21294.5 29562.5 29415.5 25913.5 1211 1069 1115.5
1612 7000 29456 17765 30383 30833.5 32924.5 1081.5 1693 1267.5
1613 7500 29940.5 18202 26924 32237 27359 1124 1295.5 1146
1614 7500 29705 18786 28575 31444.5 28547.5 900 1049 1094
1615 7500 30129.5 15688 31687.5 30486 30411 895 872 872
1616 5000 32274 15802 34123.5 28155.5 29356.5 893.5 900 852
1617 5000 29869 17848.5 30925 28722 30046 932.5 908.5 924.5
1618 5000 31084 18419.5 27113.5 28349 29248.5 904 1170.5 1002
1619 7000 28882.5 18846 29278 31694 26405 1233 979 1126.5
1620 7500 29651 16305.5 32266 29173.5 30161.5 963 882 894
1621 8500 31887 16469 30553 29704 30286.5 900.5 868 880
1622 5000 29967.5 17777 29410.5 31322.5 29556.5 1130.5 1095.5 1129
1623 8000 31780 19411.5 32571.5 30562 30047.5 980 1087.5 1084
1624 9000 30765.5 16857.5 30063 29075.5 29114 963 919 933
1625 9500 30828 16613.5 32411 29062 34030 1017 941.5 1046.5
1626 6000 32766 17116 30117 27850.5 32212 881 833 837
1627 5500 28752 19905.5 29198 33352 36685.5 1078.5 1047.5 1193
1628 5500 32300.5 18882.5 31258.5 30567.5 28342 893.5 905 867.5
1629 5000 32725.5 17619 33821 31471 27456 902.5 876 876
1630 5000 31455 18495.5 33000.5 31020 31209 916 919.5 933
1631 5500 31955 17875.5 31215.5 31339.5 28134.5 1264.5 1135.5 1233
1632 8500 31764 19139 29097.5 33356.5 27069 851 837 1245.5
1633 6000 33245.5 19877 30918 29019 29864.5 1296 1395.5 1596.5
1634 9500 33420.5 21443.5 30091.5 30592 30567.5 886.5 889.5 844
1635 5000 27825 21097 28934.5 30871 30926 1022 1171.5 1014.5
1636 5000 27863 19518.5 27674 30694.5 27376 1478 1224 1264.5
1637 8500 30852.5 18847 31516.5 29810.5 30152.5 1540.5 976.5 1346.5
1638 8500 29031.5 18342.5 28594 30339 29905 894.5 2096.5 1265.5
1639 8000 28636 20427.5 29662.5 32087 29146.5 1134 1489.5 1470
1640 10000 31974 20032.5 30289.5 33096 31461.5 933 894 892
1641 5500 30651 19460.5 31834.5 31667 32420.5 929.5 906.5 903.5
1642 6000 32265 16458.5 29369.5 29132.5 30659.5 900.5 872.5 872
1643 5000 28799.5 22652 29315.5 32890 31765 1150 867 875.5
1644 5500 28886 21753.5 30808.5 32727 32186 987 827 821.5
1645 5000 28147 22627.5 29103 34338.5 34918 1254 964 980.5
1646 5000 30225 19506.5 29055 31322 32876 1205.5 966.5 982.5
1647 5500 29992 22425.5 29197.5 30426.5 29355.5 1308 1257.5 1208.5
1648 8000 29066.5 19268 28586 31183.5 28440 1255 1227 1398
1649 7500 31317 19683.5 30114.5 30918.5 30698.5 1084.5 1101 1115.5
